TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_SIZE,Cluster
0,1,0,0,1
1,4,1,12,1
2,2,1,14,1
3,1,0,29,1
17,1,0,1,1
10,4,0,1,1
2,4,1,6,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
4,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
3,1,0,4,1
0,1,0,0,1
0,3,0,0,1
27,4,0,0,1
26,2,0,1,1
0,1,0,0,1
20,4,0,1,1
1,4,1,12,1
2,4,1,6,1
0,1,0,0,1
2,4,1,6,1
0,2,0,0,1
0,1,0,0,1
0,2,0,0,1
6,2,0,5,1
725,2,50605,27661651,2
7,1,0,1,1
88,4,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,1,20,1
2,1,0,0,1
3,1,0,29,1
2,1,0,0,1
1,1,10,228,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
1,1,1,8,1
0,1,0,0,1
2,3,1,6,1
1,1,1,28,1
1,1,1,12,1
0,5,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,5,510,132602,1
0,1,0,0,1
0,1,0,0,1
5,1,328578,26650772,3
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
608,2,0,0,1
0,1,0,0,1
1,2,17875,1411084,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
119,77,409,140294,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
4,8,6256,863877,1
0,1,0,0,1
1,4,1,12,1
0,2,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,8,3756,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
2,2,1,14,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
1,1,1,20,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
2,1,1,4,1
0,1,0,0,1
1,1,1,8,1
0,2,0,0,1
0,4,0,0,1
0,1,0,0,1
2,2,1,14,1
0,4,0,0,1
6,1,0,3,1
0,4,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
11,1,232,4642,1
0,1,0,0,1
1,1,1,8,1
1,1,1,28,1
11,1,0,1,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
11,3,54776,17195869,3
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,22,5264,1
2,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,2,0,8,1
1,2,1,28,1
5,1,15,515,1
20,20,4,955,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,4,0,0,1
0,1,0,0,1
1,1,1,16,1
1,4,1,12,1
35,2,0,0,1
19,2,0,1,1
0,1,0,0,1
1,4,1,12,1
1,5,1,12,1
0,2,0,0,1
1,1,1,20,1
0,1,0,0,1
1,4,1,12,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,12,1
5,1,0,2,1
0,1,0,0,1
0,4,0,0,1
1,1,1,20,1
1,1,1,8,1
1,1,1,8,1
0,1,0,0,1
1,1,471,18456,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,16,1
1,4,1,12,1
1,1,1,8,1
1,1,1,8,1
1,2,1,28,1
0,4,0,0,1
1,1,1,8,1
4,7,20890,5567329,5
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,4,0,4,1
0,3,0,0,1
1,1,1,28,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
1,2,3990,1370572,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,5,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
14,1,0,1,1
33,4,0,0,1
6,2,0,5,1
1,1,2283,45660,1
32,2,222,37421,1
0,4,0,0,1
295,2,487312,33137185,2
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
10,1,0,0,1
1,1,3031,479988,1
239,3,356590,14263596,5
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,84,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
1,1,2402,48040,1
0,1,0,0,1
0,1,0,0,1
1,1,96,1920,1
0,1,0,0,1
1,1,1,20,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,3,1,12,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,12,1
0,2,0,0,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
36,2,151109,26305574,3
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,5,23,5733,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
8,1,0,1,1
137,4,0,0,1
7,2,0,4,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,4,1,6,1
0,2,0,0,1
1,1,1,8,1
39,1,135751,9816334,5
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,84,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
6,5,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
21,1,152110,57852988,4
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
4,1,0,4,1
25,4,0,0,1
22,2,0,1,1
8,1,307,6143,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,1,10,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
4,2,0,6,1
0,1,0,0,1
3,1,0,3,1
1,1,2582,51640,1
1,4,1,12,1
1,4,1,12,1
1,3,1,12,1
0,1,0,0,1
0,1,0,0,1
4,10,788,243374,1
110,10,156,48034,1
0,1,0,0,1
17,25,0,0,1
0,1,0,0,1
0,1,0,0,1
12,119,0,1,1
0,1,0,0,1
5,7,74457,14373492,5
0,1,0,0,1
0,1,0,0,1
1,3,1,24,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,6,0,0,1
0,1,0,0,1
1,1,3468,55488,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,4,368,1
1,1,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,2,0,9,1
4,4,0,3,1
0,1,0,0,1
6,1,0,2,1
9,1,0,2,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
0,1,0,0,1
0,4,0,0,1
1,4,1,12,1
0,4,0,0,1
1,4,1,12,1
1,1,1,16,1
3,4,0,4,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,5,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,6,0,0,1
29,1,1088522,21770432,3
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
8,10,642,197022,1
5,1,301608,32768515,2
3,1,458048,37200367,2
1,1,1,12,1
0,1,0,0,1
2,10,8346,2569358,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,7,1,235,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
5,1,0,2,1
0,1,0,0,1
0,2,0,0,1
1,1,471,18456,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
6,7,1773,181204,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
4,4,0,3,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
22,1,0,1,1
1,1,1,12,1
0,1,0,0,1
1,1,1,12,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
1,2,1,28,1
1,2,1,36,1
0,1,0,0,1
1,1,1,88,1
1,1,0,0,1
0,1,0,0,1
1,1,3123,49968,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,5,46,13796,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
9,9,6457,493471,1
0,4,0,0,1
0,1,0,0,1
1,1,15435,1234800,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,3,1,12,1
1,1,1,12,1
2,12,113,35814,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
4,2,0,7,1
1,1,1,16,1
13,1,0,1,1
114,4,0,0,1
1,1,1,20,1
1,2,1,36,1
0,1,0,0,1
0,4,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,4,1,6,1
142,4,0,0,1
0,1,0,0,1
0,1,0,0,1
11,4,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
13,5,0,1,1
0,1,0,0,1
10,31,0,2,1
0,1,0,0,1
4,4,0,2,1
1,1,1,28,1
0,1,0,0,1
0,1,0,0,1
353,6,138410,33599421,2
0,2,0,0,1
1,1,1,12,1
0,1,0,0,1
5,1,0,0,1
4,2,0,5,1
0,1,0,0,1
1,5,1,12,1
3,6,11,700,1
0,1,0,0,1
2,1,0,0,1
0,1,0,0,1
0,1,0,0,1
7,1,0,0,1
1,5,1,12,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
1,2,1,20,1
4,3,0,3,1
5,1,301608,32768515,2
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
11,1,0,1,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
4,1,0,22,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
4,1,0,2,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,4,1,6,1
0,2,0,0,1
1,1,0,0,1
0,1,0,0,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
2,1,1,6,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
1,1,1,28,1
0,2,0,0,1
0,1,0,0,1
6,3,0,2,1
0,1,0,0,1
1,1,1,20,1
2,1,1,10,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,84,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,88,1408,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
2,5,1,6,1
2,2,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
4,6,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
8,1,0,1,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
12,1,0,7,1
0,1,0,0,1
0,1,0,0,1
2,2,1,12,1
1,1,1,16,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
1,1,0,0,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
13,10,161,49697,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,4,0,0,1
0,2,0,0,1
1,1,1,16,1
1,1,1,84,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
3,1,743528,32715232,2
0,1,0,0,1
0,1,0,0,1
0,3,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
0,1,0,0,1
1,1,259,17612,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,2,0,0,1
0,1,0,0,1
1,3,1,12,1
0,1,0,0,1
1,1,1,8,1
1,1,1,16,1
0,1,0,0,1
4,1,0,0,1
0,1,0,0,1
3,3,0,4,1
2,1,407661,33024610,2
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,3,0,0,1
0,1,0,0,1
0,1,0,0,1
12,2,1606517,25704264,3
2,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,28,1
1,3,1,40,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,88,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
2,4,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,3,0,0,1
0,1,0,0,1
1,1,1,8,1
2,1,0,0,1
25,3,0,1,1
9,1,0,9,1
4,15,0,0,1
1,1,1,12,1
0,1,0,0,1
1,4,1,12,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
1,1,1,32,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
21,16,110996,19492074,3
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,23,368,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
5,1,0,6,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,1,88,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,1,0,4,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
60,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,28,1
1,1,0,0,1
1,1,1,8,1
0,2,0,0,1
0,1,0,0,1
2,1,0,0,1
0,1,0,0,1
1,5,1,12,1
1,1,1,24,1
0,1,0,0,1
6,1,262649,21194391,3
2,5,1,4,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
10,1,0,2,1
14,1,0,1,1
47,4,0,0,1
0,1,0,0,1
1,1,1,20,1
8,1,0,1,1
0,3,0,0,1
1,4,1,12,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
2,4,0,0,1
0,1,0,0,1
1,2,1,28,1
0,2,0,0,1
1,1,1,8,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,2,0,0,1
2,5,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
578,19,54610,11086018,5
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,3,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,3,2933,58660,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,405,8100,1
0,1,0,0,1
1,1,1,8,1
1,1,563,11260,1
1,1,1,8,1
1,1,0,0,1
1,1,1,8,1
2,4,1,6,1
4,4,0,3,1
1,1,17529,6430048,5
0,1,0,0,1
1,4,1,12,1
11,3,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
6,1,0,1,1
5,4,0,2,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
4,1,0,22,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
2,4,1,6,1
0,1,0,0,1
0,1,0,0,1
2,1,1,10,1
0,1,0,0,1
0,2,0,0,1
0,4,0,0,1
1,2,1,20,1
0,1,0,0,1
0,2,0,0,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
1,4,1,12,1
0,1,0,0,1
1,1,1,12,1
1,1,1,12,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
7,16,945,209972,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
37,18,2,29,1
4,4,4,736,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
2,2,1,8,1
0,2,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
5,1,0,4,1
0,1,0,0,1
9,1,0,2,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,2,0,0,1
1,1,1,20,1
0,4,0,0,1
6,1,0,1,1
0,1,0,0,1
1,1,1,12,1
1,4,1,12,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
11688,1,23226,1810517,1
0,1,0,0,1
1,1,28395,2044440,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
2,2,13,200,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
12,26,0,0,1
0,1,0,0,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,1,28,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,3,0,0,1
1,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
9,1,0,9,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
1,1,3364,80736,1
33,12,32340,11599228,5
5,1,0,3,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,1,8,1
0,1,0,0,1
14,2,0,1,1
4,1,0,5,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
1,2,1,28,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,18,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
2,3,1,6,1
2,1,485040,51148114,4
5,1,103233,13439019,5
0,1,0,0,1
3,1,6310,2311633,1
1,1,1,12,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
4,1,0,2,1
33,3,121,13950,1
1,4,1,12,1
0,1,0,0,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
8,2,0,4,1
0,4,0,0,1
5,2,0,6,1
1,4,1,12,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
4,4,0,3,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,367975,40686948,2
0,1,0,0,1
2,1,380781,30727424,2
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1098,132434,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
1,2,1,16,1
3,1,0,7,1
1,4,1,12,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
23,4,0,1,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1202,24040,1
2,1,1,4,1
0,1,0,0,1
4,3,0,9,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
20,1,0,4,1
0,1,0,0,1
1,2,1,8,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
1,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
1,1,1,16,1
1,2,0,0,1
0,1,0,0,1
0,1,0,0,1
6,1,0,3,1
1,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
1,1,1,20,1
0,1,0,0,1
2,1,1,10,1
0,1,0,0,1
0,4,0,0,1
9,1,0,1,1
0,1,0,0,1
0,1,0,0,1
11,1,232,4642,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
2,4,1,6,1
1,4,1,12,1
1,4,1,12,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
1,2,1,16,1
