TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_SIZE,Cluster
4,1,0,0,1
3,5,0,3,1
0,5,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
1,8,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,5,0,0,1
0,1,0,0,1
0,1,0,0,1
2,4,591,181874,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
2,1,1,10,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,12,1
1,1,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
107,11,0,0,1
15,17,0,0,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
2,4,1,6,1
0,1,0,0,1
1,1,3655,73100,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
2,3,3828,477234,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
2,1,0,0,1
1,4,1,12,1
0,2,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,3,1,12,1
1,1,1,88,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,3,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,734,14680,1
0,1,0,0,1
0,2,0,0,1
1,1,0,0,1
2,12,3,140,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,1,8,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,1,8,1
0,1,0,0,1
1,1,1,28,1
1,1,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,10,8346,2569358,1
1,10,1749,539468,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
9,1,50361,5315984,5
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
31,2,0,1,1
1,4,0,0,1
1,4,1,12,1
1,2,1,28,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,4,0,0,1
1,1,1,8,1
5722,1,8379,5620651,5
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
2,5,275,52978,1
0,1,0,0,1
3,4,0,0,1
0,1,0,0,1
0,3,0,0,1
0,2,0,0,1
2,3,1,6,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,28395,2044440,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
2,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
6,1,0,1,1
0,1,0,0,1
1,1,0,0,1
1,1,1,28,1
0,1,0,0,1
1,1,487967,52641784,4
38,1,69469,8838456,5
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,0,0,1
0,1,0,0,1
1,1,1,8,1
3,1,0,4,1
4,33,3,156,1
1,1,1,12,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,58,916,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
2,6,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,88,1
2,6,0,0,1
0,1,0,0,1
0,1,0,0,1
4,3,0,0,1
0,1,0,0,1
0,1,0,0,1
3,5,0,0,1
4,4,0,2,1
2,1,1,14,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,1,10,1
7,3,0,2,1
0,1,0,0,1
1,4,1,12,1
2,4,1,6,1
1,4,1,12,1
1,1,1,16,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
1,1,1,88,1
1,1,1,12,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
1,1,0,0,1
3,10,519,159956,1
0,1,0,0,1
0,1,0,0,1
1,2,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,5,0,0,1
0,1,0,0,1
1,1,12473,4569656,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,5,0,0,1
0,1,0,0,1
0,1,0,0,1
6,10,28,1989,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,1,0,3,1
1,4,0,0,1
6,2,0,4,1
1,1,1,88,1
0,1,0,0,1
0,2,0,0,1
1,1,3808,76160,1
0,1,0,0,1
1,1,0,0,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,3726,44712,1
2,4,1,6,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,5,0,0,1
1,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,2,0,0,1
0,5,0,0,1
1,1,2071,41420,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
37,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
4,4,1410,342699,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,88,1
0,1,0,0,1
0,1,0,0,1
1,1,58,916,1
0,2,0,0,1
1,2,1,24,1
0,1,0,0,1
1,2,1,28,1
1,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
1,1,2071,41420,1
1,1,1,8,1
0,1,0,0,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
2,8,0,0,1
2,1,0,0,1
14,15,9,405,1
1,1,1,16,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,2,1,24,1
1,1,1,12,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
6,2,0,3,1
0,1,0,0,1
0,2,0,0,1
3,1,0,3,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
1,2,208482,16678560,3
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
41,2,0,0,1
1,1,0,0,1
2,1,1028,20550,1
10,4,0,1,1
22,2,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,28,1
1,2,1,24,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
1,1,1,24,1
0,1,0,0,1
1,1,0,0,1
18,7,84768,6069709,5
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
34,10,97,4741,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,2,0,0,1
2,5,0,0,1
0,2,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,1,16,1
1,1,1,8,1
2,2,16791,9819422,5
1,1,0,0,1
6,9,9013,1247226,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,88,1
0,5,0,0,1
0,1,0,0,1
1,3,1,12,1
0,1,0,0,1
0,1,0,0,1
1,1,9,36,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
12,14,379,4547,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,12,1
0,1,0,0,1
1,1,1,8,1
0,5,0,0,1
4,4,0,3,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
1,2,1776,625116,1
0,1,0,0,1
1,1,58,916,1
0,1,0,0,1
0,1,0,0,1
14,1,0,0,1
0,1,0,0,1
2,2,1,12,1
4,1,0,2,1
1,1,1,12,1
8,1,0,1,1
38,1,0,0,1
1,3,1,12,1
0,1,0,0,1
1,1,1,12,1
7,5,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
16,1,0,1,1
9,1,407374,6510812,5
9,1,0,1,1
1,1,1,16,1
1,1,1,8,1
0,1,0,0,1
11,1,0,1,1
0,1,0,0,1
0,1,0,0,1
27,2,2087,862799,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,0,0,1
2,4,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,2177,43540,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
14,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
3,3,0,4,1
3,1,0,3,1
0,1,0,0,1
1,1,1,8,1
1,1,1,12,1
0,1,0,0,1
1,1,1,8,1
6,1,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,3,0,0,1
0,1,0,0,1
1,1,1,12,1
4,1,0,3,1
2,1,1,10,1
0,1,0,0,1
2,10,5222,1605530,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,4,368,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
1,4,1,12,1
2,4,5,812,1
2,1,1,4,1
2,1,0,0,1
1,1,1,16,1
1,1,3759,75180,1
64,2,187905,8267821,5
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,3837,107436,1
2,9,2953,209636,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,20,1
3,8,3,267,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,3809,76180,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,2462,901158,1
2,1,1,10,1
1,3,1,12,1
0,1,0,0,1
72,1,446635,38142910,2
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
21,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,5,16,496,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
6,1,0,2,1
0,1,0,0,1
0,1,0,0,1
1,1,2071,41420,1
0,1,0,0,1
1,1,1,12,1
1,1,1,8,1
4,1,0,3,1
0,1,0,0,1
2,1,1,4,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
1,2,1,24,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
8,30,2655,196395,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
119,77,409,140294,1
0,1,0,0,1
0,1,0,0,1
2,11,3,174,1
0,1,0,0,1
1,1,1981,39620,1
0,1,0,0,1
266,1,16902,8382457,5
2,3,1,6,1
0,2,0,0,1
0,1,0,0,1
1,3,1,12,1
0,1,0,0,1
0,1,0,0,1
6,1,0,2,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
3,5,0,3,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
2,1,1,6,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
1,3,1,12,1
0,1,0,0,1
0,1,0,0,1
2,5,1,24,1
1,1,0,0,1
8,6,0,1,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
1,1,0,0,1
0,1,0,0,1
2,2,1,14,1
0,1,0,0,1
0,2,0,0,1
5,2,8998,1251813,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,4,0,0,1
1,2,1,16,1
1,1,1,12,1
0,2,0,0,1
0,1,0,0,1
1,2,1,32,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,32,1
2,1,1,10,1
0,1,0,0,1
0,1,0,0,1
202,1,322924,20182465,3
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,1265,25290,1
0,1,0,0,1
0,1,0,0,1
2,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
3,4,1,80,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,2,1,28,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,4,1,6,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
1,2,1,16,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
1,1,1,12,1
0,1,0,0,1
0,2,0,0,1
1,1,1,20,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,88,1
34,10,97,4741,1
1,8,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
1,1,3811,76220,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
1,1,4,368,1
0,1,0,0,1
1,1,1,28,1
0,1,0,0,1
2,3,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,2,0,9,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,2,1,24,1
0,1,0,0,1
5,13,0,0,1
3,3,0,4,1
0,1,0,0,1
19,29,40830,3341511,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
5,3,0,2,1
0,1,0,0,1
1,1,1,16,1
3,6,32578,912193,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
3,5,46,13796,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
4,4,0,3,1
1,3,1,12,1
1,3,1,12,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
14,1,294730,23784976,3
4,4,0,3,1
1,1,273,5460,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
1,1,1,20,1
0,1,0,0,1
1,1,1,16,1
12,4,0,1,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,5,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
1,2,575,388108,1
1,1,1,88,1
1,1,1,16,1
0,2,0,0,1
1,4,1,12,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
4,2,0,9,1
38,3,247029,25161062,3
0,1,0,0,1
16,1,0,1,1
43,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
3,10,20401,1303781,1
0,1,0,0,1
1,1,1,88,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
1,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,8,3,200,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,28,1
2,1,1,6,1
7,1,0,2,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
8,4,53039,7744116,5
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,8,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
1,1,1,20,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
1,2,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,4,1
1,1,1,12,1
1,5,1,12,1
1,3,1,12,1
5,14,0,2,1
0,1,0,0,1
3,4,0,4,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,1,1,8,1
0,1,0,0,1
48,4,0,0,1
0,1,0,0,1
2,4,1,6,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
10,1,97436,20126994,3
0,1,0,0,1
7,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
1,1,3810,106680,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,1,88,1
1,1,1,16,1
2,2,1,12,1
31,4,1205,129993,1
4,8,6256,863877,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
1,1,1,20,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
1,1,1,28,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,0,0,1
1,7,4583,183320,1
1,1,1,88,1
1,1,8,32,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
11,1,0,1,1
1,1,1,8,1
1,1,1,8,1
1,2,1,24,1
7,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
11,30,133,19533,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
5,9,362,31874,1
2,6,1,4,1
0,1,0,0,1
0,1,0,0,1
0,2,0,0,1
1,2,0,0,1
1,1,1,8,1
1,1,1,16,1
11,3,0,1,1
0,1,0,0,1
2,8,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,1,904,18070,1
0,1,0,0,1
0,1,0,0,1
11,1,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,3,3255,91130,1
2,1,1,44,1
2,2,1,14,1
1,1,1,88,1
1,1,0,0,1
1,1,1,24,1
0,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,1,0,0,1
1,3,1,12,1
1,2,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
0,1,0,0,1
1,3,1,12,1
2,1,29,458,1
1,1,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
4,2,6496,233865,1
0,1,0,0,1
0,1,0,0,1
1,1,1,16,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
17,4,0,0,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
1,1,1,88,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
3,1,588746,47518855,4
1,2,1,20,1
0,1,0,0,1
0,1,0,0,1
1,1,1,12,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
2,1,1,6,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,28,1
0,1,0,0,1
16,1,0,1,1
7,1,0,2,1
4561,51,6920,4900428,5
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,4,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
4,1,0,2,1
0,1,0,0,1
0,2,0,0,1
2,1,1,10,1
25,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
1,1,2782,55640,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
2,5,3,50,1
2,1,0,0,1
0,1,0,0,1
1,2,1,24,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,16,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
6,1,606,12110,1
0,1,0,0,1
27,10,592,182019,1
1,5,1,8,1
1,1,1,28,1
5,1,0,2,1
0,1,0,0,1
0,1,0,0,1
0,4,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,1,14,1
85,54,333,233601,1
0,1,0,0,1
2,3,1,6,1
0,2,0,0,1
0,1,0,0,1
0,1,0,0,1
1,4,1,12,1
0,1,0,0,1
1,1,1,8,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,1,8,1
